"US_Congressional_District","Voters_Gender","age_cat","EthnicGroups_EthnicGroup1Desc","CommercialData_Education","Parties_Description","count"
31,"F","18-24","European","Bach Degree","Democratic",423
32,"F","18-24","European","Bach Degree","Democratic",940
33,"F","18-24","European","Bach Degree","Democratic",205
34,"F","18-24","European","Bach Degree","Democratic",205
35,"F","18-24","European","Bach Degree","Democratic",605
36,"F","18-24","European","Bach Degree","Democratic",288
1,"M","18-24","European","Bach Degree","Democratic",242
2,"M","18-24","European","Bach Degree","Democratic",421
3,"M","18-24","European","Bach Degree","Democratic",624
4,"M","18-24","European","Bach Degree","Democratic",311
5,"M","18-24","European","Bach Degree","Democratic",282
6,"M","18-24","European","Bach Degree","Democratic",361
7,"M","18-24","European","Bach Degree","Democratic",570
8,"M","18-24","European","Bach Degree","Democratic",320
9,"M","18-24","European","Bach Degree","Democratic",155
10,"M","18-24","European","Bach Degree","Democratic",587
11,"M","18-24","European","Bach Degree","Democratic",181
12,"M","18-24","European","Bach Degree","Democratic",311
13,"M","18-24","European","Bach Degree","Democratic",208
14,"M","18-24","European","Bach Degree","Democratic",376
15,"M","18-24","European","Bach Degree","Democratic",216
16,"M","18-24","European","Bach Degree","Democratic",305
17,"M","18-24","European","Bach Degree","Democratic",392
18,"M","18-24","European","Bach Degree","Democratic",223
19,"M","18-24","European","Bach Degree","Democratic",229
20,"M","18-24","European","Bach Degree","Democratic",377
21,"M","18-24","European","Bach Degree","Democratic",839
22,"M","18-24","European","Bach Degree","Democratic",417
23,"M","18-24","European","Bach Degree","Democratic",328
24,"M","18-24","European","Bach Degree","Democratic",445
25,"M","18-24","European","Bach Degree","Democratic",810
26,"M","18-24","European","Bach Degree","Democratic",562
27,"M","18-24","European","Bach Degree","Democratic",242
28,"M","18-24","European","Bach Degree","Democratic",180
29,"M","18-24","European","Bach Degree","Democratic",159
30,"M","18-24","European","Bach Degree","Democratic",229
31,"M","18-24","European","Bach Degree","Democratic",471
32,"M","18-24","European","Bach Degree","Democratic",553
33,"M","18-24","European","Bach Degree","Democratic",117
34,"M","18-24","European","Bach Degree","Democratic",172
35,"M","18-24","European","Bach Degree","Democratic",368
36,"M","18-24","European","Bach Degree","Democratic",335
1,"F","25-34","European","Bach Degree","Democratic",399
2,"F","25-34","European","Bach Degree","Democratic",1605
3,"F","25-34","European","Bach Degree","Democratic",1361
4,"F","25-34","European","Bach Degree","Democratic",509
5,"F","25-34","European","Bach Degree","Democratic",812
6,"F","25-34","European","Bach Degree","Democratic",793
7,"F","25-34","European","Bach Degree","Democratic",1509
8,"F","25-34","European","Bach Degree","Democratic",634
9,"F","25-34","European","Bach Degree","Democratic",529
10,"F","25-34","European","Bach Degree","Democratic",2376
11,"F","25-34","European","Bach Degree","Democratic",366
12,"F","25-34","European","Bach Degree","Democratic",969
13,"F","25-34","European","Bach Degree","Democratic",363
14,"F","25-34","European","Bach Degree","Democratic",732
15,"F","25-34","European","Bach Degree","Democratic",427
16,"F","25-34","European","Bach Degree","Democratic",892
17,"F","25-34","European","Bach Degree","Democratic",1220
18,"F","25-34","European","Bach Degree","Democratic",951
19,"F","25-34","European","Bach Degree","Democratic",445
20,"F","25-34","European","Bach Degree","Democratic",835
21,"F","25-34","European","Bach Degree","Democratic",3277
22,"F","25-34","European","Bach Degree","Democratic",1041
23,"F","25-34","European","Bach Degree","Democratic",662
24,"F","25-34","European","Bach Degree","Democratic",1702
25,"F","25-34","European","Bach Degree","Democratic",2261
26,"F","25-34","European","Bach Degree","Democratic",1345
27,"F","25-34","European","Bach Degree","Democratic",568
28,"F","25-34","European","Bach Degree","Democratic",402
29,"F","25-34","European","Bach Degree","Democratic",369
30,"F","25-34","European","Bach Degree","Democratic",1031
31,"F","25-34","European","Bach Degree","Democratic",1129
32,"F","25-34","European","Bach Degree","Democratic",2831
33,"F","25-34","European","Bach Degree","Democratic",420
34,"F","25-34","European","Bach Degree","Democratic",416
35,"F","25-34","European","Bach Degree","Democratic",1645
36,"F","25-34","European","Bach Degree","Democratic",623
1,"M","25-34","European","Bach Degree","Democratic",395
2,"M","25-34","European","Bach Degree","Democratic",1390
3,"M","25-34","European","Bach Degree","Democratic",1276
4,"M","25-34","European","Bach Degree","Democratic",536
5,"M","25-34","European","Bach Degree","Democratic",611
6,"M","25-34","European","Bach Degree","Democratic",775
7,"M","25-34","European","Bach Degree","Democratic",1285
8,"M","25-34","European","Bach Degree","Democratic",632
9,"M","25-34","European","Bach Degree","Democratic",440
10,"M","25-34","European","Bach Degree","Democratic",1841
11,"M","25-34","European","Bach Degree","Democratic",324
12,"M","25-34","European","Bach Degree","Democratic",900
13,"M","25-34","European","Bach Degree","Democratic",359
14,"M","25-34","European","Bach Degree","Democratic",766
15,"M","25-34","European","Bach Degree","Democratic",372
16,"M","25-34","European","Bach Degree","Democratic",746
17,"M","25-34","European","Bach Degree","Democratic",1037
18,"M","25-34","European","Bach Degree","Democratic",843
19,"M","25-34","European","Bach Degree","Democratic",474
20,"M","25-34","European","Bach Degree","Democratic",836
21,"M","25-34","European","Bach Degree","Democratic",2413
22,"M","25-34","European","Bach Degree","Democratic",973
23,"M","25-34","European","Bach Degree","Democratic",593
24,"M","25-34","European","Bach Degree","Democratic",1248
25,"M","25-34","European","Bach Degree","Democratic",1690
26,"M","25-34","European","Bach Degree","Democratic",1212
27,"M","25-34","European","Bach Degree","Democratic",518
28,"M","25-34","European","Bach Degree","Democratic",388
29,"M","25-34","European","Bach Degree","Democratic",363
30,"M","25-34","European","Bach Degree","Democratic",698
31,"M","25-34","European","Bach Degree","Democratic",1106
32,"M","25-34","European","Bach Degree","Democratic",1646
33,"M","25-34","European","Bach Degree","Democratic",317
34,"M","25-34","European","Bach Degree","Democratic",354
35,"M","25-34","European","Bach Degree","Democratic",1351
36,"M","25-34","European","Bach Degree","Democratic",658
1,"F","35-44","European","Bach Degree","Democratic",577
2,"F","35-44","European","Bach Degree","Democratic",1803
3,"F","35-44","European","Bach Degree","Democratic",2271
4,"F","35-44","European","Bach Degree","Democratic",847
5,"F","35-44","European","Bach Degree","Democratic",1001
6,"F","35-44","European","Bach Degree","Democratic",1202
7,"F","35-44","European","Bach Degree","Democratic",1750
8,"F","35-44","European","Bach Degree","Democratic",1012
9,"F","35-44","European","Bach Degree","Democratic",564
10,"F","35-44","European","Bach Degree","Democratic",2851
11,"F","35-44","European","Bach Degree","Democratic",402
12,"F","35-44","European","Bach Degree","Democratic",1393
13,"F","35-44","European","Bach Degree","Democratic",534
14,"F","35-44","European","Bach Degree","Democratic",1118
15,"F","35-44","European","Bach Degree","Democratic",435
16,"F","35-44","European","Bach Degree","Democratic",749
17,"F","35-44","European","Bach Degree","Democratic",1414
18,"F","35-44","European","Bach Degree","Democratic",1088
19,"F","35-44","European","Bach Degree","Democratic",579
20,"F","35-44","European","Bach Degree","Democratic",1004
21,"F","35-44","European","Bach Degree","Democratic",3151
22,"F","35-44","European","Bach Degree","Democratic",1645
23,"F","35-44","European","Bach Degree","Democratic",855
24,"F","35-44","European","Bach Degree","Democratic",1678
25,"F","35-44","European","Bach Degree","Democratic",2858
26,"F","35-44","European","Bach Degree","Democratic",2000
27,"F","35-44","European","Bach Degree","Democratic",720
28,"F","35-44","European","Bach Degree","Democratic",458
29,"F","35-44","European","Bach Degree","Democratic",437
30,"F","35-44","European","Bach Degree","Democratic",793
31,"F","35-44","European","Bach Degree","Democratic",2200
32,"F","35-44","European","Bach Degree","Democratic",2237
33,"F","35-44","European","Bach Degree","Democratic",426
34,"F","35-44","European","Bach Degree","Democratic",374
35,"F","35-44","European","Bach Degree","Democratic",1584
36,"F","35-44","European","Bach Degree","Democratic",897
1,"M","35-44","European","Bach Degree","Democratic",474
2,"M","35-44","European","Bach Degree","Democratic",1627
3,"M","35-44","European","Bach Degree","Democratic",1814
4,"M","35-44","European","Bach Degree","Democratic",720
5,"M","35-44","European","Bach Degree","Democratic",907
6,"M","35-44","European","Bach Degree","Democratic",973
7,"M","35-44","European","Bach Degree","Democratic",1347
8,"M","35-44","European","Bach Degree","Democratic",879
9,"M","35-44","European","Bach Degree","Democratic",422
10,"M","35-44","European","Bach Degree","Democratic",2659
11,"M","35-44","European","Bach Degree","Democratic",403
12,"M","35-44","European","Bach Degree","Democratic",1263
13,"M","35-44","European","Bach Degree","Democratic",458
14,"M","35-44","European","Bach Degree","Democratic",918
15,"M","35-44","European","Bach Degree","Democratic",481
16,"M","35-44","European","Bach Degree","Democratic",760
17,"M","35-44","European","Bach Degree","Democratic",1244
18,"M","35-44","European","Bach Degree","Democratic",1054
19,"M","35-44","European","Bach Degree","Democratic",510
20,"M","35-44","European","Bach Degree","Democratic",912
21,"M","35-44","European","Bach Degree","Democratic",3060
22,"M","35-44","European","Bach Degree","Democratic",1348
23,"M","35-44","European","Bach Degree","Democratic",735
24,"M","35-44","European","Bach Degree","Democratic",1460
25,"M","35-44","European","Bach Degree","Democratic",2434
26,"M","35-44","European","Bach Degree","Democratic",1728
27,"M","35-44","European","Bach Degree","Democratic",620
28,"M","35-44","European","Bach Degree","Democratic",419
29,"M","35-44","European","Bach Degree","Democratic",426
30,"M","35-44","European","Bach Degree","Democratic",766
31,"M","35-44","European","Bach Degree","Democratic",1954
32,"M","35-44","European","Bach Degree","Democratic",2091
33,"M","35-44","European","Bach Degree","Democratic",363
34,"M","35-44","European","Bach Degree","Democratic",349
35,"M","35-44","European","Bach Degree","Democratic",1473
36,"M","35-44","European","Bach Degree","Democratic",747
1,"F","45-54","European","Bach Degree","Democratic",747
2,"F","45-54","European","Bach Degree","Democratic",1689
3,"F","45-54","European","Bach Degree","Democratic",2545
4,"F","45-54","European","Bach Degree","Democratic",1057
5,"F","45-54","European","Bach Degree","Democratic",1105
6,"F","45-54","European","Bach Degree","Democratic",1366
7,"F","45-54","European","Bach Degree","Democratic",1603
8,"F","45-54","European","Bach Degree","Democratic",1155
9,"F","45-54","European","Bach Degree","Democratic",597
10,"F","45-54","European","Bach Degree","Democratic",2519
11,"F","45-54","European","Bach Degree","Democratic",455
12,"F","45-54","European","Bach Degree","Democratic",1405
13,"F","45-54","European","Bach Degree","Democratic",560
14,"F","45-54","European","Bach Degree","Democratic",1267
15,"F","45-54","European","Bach Degree","Democratic",504
16,"F","45-54","European","Bach Degree","Democratic",772
17,"F","45-54","European","Bach Degree","Democratic",1283
18,"F","45-54","European","Bach Degree","Democratic",832
19,"F","45-54","European","Bach Degree","Democratic",536
20,"F","45-54","European","Bach Degree","Democratic",953
21,"F","45-54","European","Bach Degree","Democratic",2532
22,"F","45-54","European","Bach Degree","Democratic",1646
23,"F","45-54","European","Bach Degree","Democratic",965
24,"F","45-54","European","Bach Degree","Democratic",1846
25,"F","45-54","European","Bach Degree","Democratic",2698
26,"F","45-54","European","Bach Degree","Democratic",2320
27,"F","45-54","European","Bach Degree","Democratic",817
28,"F","45-54","European","Bach Degree","Democratic",526
29,"F","45-54","European","Bach Degree","Democratic",391
30,"F","45-54","European","Bach Degree","Democratic",749
31,"F","45-54","European","Bach Degree","Democratic",2017
32,"F","45-54","European","Bach Degree","Democratic",2067
33,"F","45-54","European","Bach Degree","Democratic",369
34,"F","45-54","European","Bach Degree","Democratic",392
35,"F","45-54","European","Bach Degree","Democratic",1050
36,"F","45-54","European","Bach Degree","Democratic",1039
1,"M","45-54","European","Bach Degree","Democratic",486
2,"M","45-54","European","Bach Degree","Democratic",1492
3,"M","45-54","European","Bach Degree","Democratic",2009
4,"M","45-54","European","Bach Degree","Democratic",667
5,"M","45-54","European","Bach Degree","Democratic",847
6,"M","45-54","European","Bach Degree","Democratic",1092
7,"M","45-54","European","Bach Degree","Democratic",1298
8,"M","45-54","European","Bach Degree","Democratic",856
9,"M","45-54","European","Bach Degree","Democratic",409
10,"M","45-54","European","Bach Degree","Democratic",2261
11,"M","45-54","European","Bach Degree","Democratic",320
12,"M","45-54","European","Bach Degree","Democratic",1074
