FB_el_type,FB_survey_party,FB_week_to_el,Voters_Gender,age_cat,EthnicGroups_EthnicGroup1Desc,CommercialData_Education,Parties_Description,ID
US House,Dem,3,F,55-64,European,Grad Degree - Extremely Likely,Democratic,201
US House,Dem,1,F,55-64,European,Grad Degree - Extremely Likely,Democratic,201
US Senate,Dem,2,F,45-54,European,Bach Degree - Likely,Republican,202
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,200
US House,Dem,0,F,55-64,European,Grad Degree - Extremely Likely,Democratic,201
US House,Dem,0,F,65_or_older,NA,Bach Degree - Likely,Democratic,203
US House,Dem,4,F,55-64,European,HS Diploma - Extremely Likely,Democratic,204
US Senate,Dem,6,M,65_or_older,European,Bach Degree - Likely,Republican,205
US House,Dem,2,F,55-64,European,Bach Degree - Extremely Likely,Republican,206
US House,Dem,1,F,55-64,European,HS Diploma - Extremely Likely,Democratic,207
US Senate,Dem,2,F,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,208
US House,Dem,0,F,55-64,European,Bach Degree - Extremely Likely,Republican,206
US House,Dem,6,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,6,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,5,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,5,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,5,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,4,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,3,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,6,F,55-64,NA,NA,Democratic,210
US House,Dem,3,F,45-54,European,Grad Degree - Likely,Democratic,211
US House,Dem,3,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,2,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,2,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,2,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,1,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,1,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,1,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,2,M,55-64,European,NA,Democratic,212
US House,Dem,2,F,55-64,NA,NA,Democratic,210
US House,Rep,0,F,55-64,European,HS Diploma - Extremely Likely,Democratic,213
US House,Dem,1,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,0,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Dem,0,F,45-54,European,Bach Degree - Extremely Likely,Democratic,209
US House,Rep,4,M,45-54,Hispanic and Portuguese,NA,Democratic,214
US Senate,Dem,6,F,45-54,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,215
US House,Dem,5,F,65_or_older,European,Some College -Extremely Likely,Democratic,216
US House,Dem,4,F,65_or_older,European,Some College -Extremely Likely,Democratic,216
US House,Dem,3,F,65_or_older,European,Some College -Extremely Likely,Democratic,216
US House,Dem,1,F,65_or_older,European,Some College -Extremely Likely,Democratic,216
US Senate,Dem,2,F,55-64,European,Grad Degree - Extremely Likely,Democratic,217
US House,Rep,5,F,55-64,NA,Bach Degree - Likely,Democratic,218
US House,Rep,4,F,55-64,NA,Bach Degree - Likely,Democratic,218
US House,Dem,5,M,45-54,Hispanic and Portuguese,HS Diploma - Likely,Democratic,219
US House,Dem,4,F,65_or_older,European,Some College - Likely,Democratic,220
US House,Dem,4,F,45-54,European,Some College - Likely,Non-Partisan,221
US House,Rep,5,F,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,222
US House,Dem,2,M,45-54,Hispanic and Portuguese,HS Diploma - Likely,Democratic,219
US Senate,Dem,1,F,65_or_older,European,Some College - Likely,Democratic,220
US Senate,Dem,2,F,45-54,European,Some College - Likely,Non-Partisan,221
US Senate,Dem,2,M,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,223
US House,Rep,0,F,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,222
US House,Dem,6,F,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,224
US House,Dem,6,F,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,224
US House,Dem,4,F,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,224
US House,Dem,4,M,45-54,European,NA,Democratic,225
US House,Rep,4,M,45-54,European,NA,Democratic,225
US House,Dem,3,M,45-54,European,NA,Democratic,225
US House,Rep,3,F,55-64,European,NA,Democratic,226
US House,Rep,3,F,55-64,European,NA,Democratic,226
US House,Rep,2,F,45-54,European,Some College - Likely,Republican,227
US House,Dem,2,M,45-54,European,NA,Democratic,225
US Senate,Rep,5,F,45-54,European,Some College - Likely,Republican,227
US Senate,Rep,1,F,45-54,European,Some College - Likely,Republican,227
US Senate,Rep,4,F,45-54,European,Some College - Likely,Republican,227
US Senate,Rep,3,F,45-54,European,Some College - Likely,Republican,227
US Senate,Rep,3,F,45-54,European,Some College - Likely,Republican,227
US Senate,Rep,5,F,45-54,European,Some College - Likely,Republican,227
US House,Dem,0,M,45-54,European,NA,Democratic,225
US House,Dem,2,M,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Non-Partisan,228
US House,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,229
US House,Rep,6,M,65_or_older,European,Grad Degree - Likely,Republican,230
US House,Rep,4,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,231
US House,Rep,2,M,45-54,Hispanic and Portuguese,Bach Degree - Likely,Democratic,232
US House,Dem,3,M,45-54,European,Grad Degree - Extremely Likely,Democratic,233
US House,Rep,6,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US House,Rep,5,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US House,Rep,5,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US House,Rep,2,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US House,Dem,3,F,45-54,European,Bach Degree - Likely,Democratic,235
US House,Rep,1,M,55-64,Other,Bach Degree - Extremely Likely,Democratic,236
US House,Rep,0,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US House,Rep,0,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US Senate,Dem,1,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US Senate,Dem,0,F,55-64,European,Bach Degree - Extremely Likely,Democratic,234
US House,Rep,3,F,35-44,European,Grad Degree - Extremely Likely,Democratic,237
US House,Dem,2,F,35-44,European,Grad Degree - Extremely Likely,Democratic,237
US House,Dem,6,F,55-64,European,NA,Democratic,238
US House,Dem,6,M,45-54,European,NA,Democratic,239
US House,Dem,6,M,45-54,European,NA,Democratic,239
US House,Dem,2,M,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,240
US House,Dem,2,F,45-54,European,NA,Republican,241
US House,Dem,5,M,55-64,Hispanic and Portuguese,NA,Republican,242
US Senate,Dem,4,M,45-54,Hispanic and Portuguese,Less than HS Diploma - Likely,Republican,243
US House,Dem,6,F,45-54,European,NA,Democratic,244
US House,Dem,3,F,45-54,European,NA,Democratic,244
US House,Dem,2,F,45-54,European,NA,Democratic,244
US House,Dem,1,F,45-54,European,NA,Democratic,244
US House,Dem,1,F,45-54,European,NA,Democratic,244
US House,Dem,0,F,45-54,European,NA,Democratic,244
US House,Dem,0,F,45-54,European,NA,Democratic,244
US House,Rep,4,M,45-54,European,Bach Degree - Extremely Likely,Republican,245
US House,Rep,2,M,45-54,European,Bach Degree - Extremely Likely,Republican,245
US House,Dem,3,F,35-44,Likely African-American,HS Diploma - Extremely Likely,Democratic,246
US House,Dem,5,M,25-34,European,NA,Non-Partisan,247
US House,Rep,1,F,25-34,Hispanic and Portuguese,NA,Democratic,248
US House,Rep,1,F,25-34,Hispanic and Portuguese,NA,Democratic,248
US Senate,Dem,2,M,25-34,European,Bach Degree - Likely,Democratic,249
US Senate,Rep,0,F,25-34,Hispanic and Portuguese,NA,Democratic,248
US House,Rep,0,M,65_or_older,European,Grad Degree - Extremely Likely,Republican,250
US House,Rep,0,M,65_or_older,European,Grad Degree - Extremely Likely,Republican,250
US House,Dem,3,M,35-44,European,Grad Degree - Extremely Likely,Democratic,251
US House,Dem,3,F,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,252
US House,Rep,0,F,65_or_older,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,253
US House,Dem,5,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,254
US House,Dem,4,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,254
US House,Dem,5,M,55-64,European,Grad Degree - Extremely Likely,Democratic,255
US House,Dem,5,M,55-64,European,Grad Degree - Extremely Likely,Democratic,255
US House,Dem,0,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,254
US House,Dem,0,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,254
US Senate,Dem,1,F,25-34,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,254
US House,Dem,0,M,55-64,European,Grad Degree - Extremely Likely,Democratic,255
US House,Rep,6,F,45-54,European,NA,Democratic,256
US House,Rep,5,F,45-54,European,NA,Democratic,256
US House,Dem,4,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,257
US House,Rep,6,M,35-44,European,Grad Degree - Likely,Non-Partisan,258
US House,Rep,2,F,55-64,European,NA,Republican,259
US House,Dem,1,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,257
US House,Dem,0,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,257
US House,Rep,4,F,45-54,Hispanic and Portuguese,NA,Democratic,260
US Senate,Dem,2,F,25-34,Hispanic and Portuguese,NA,Democratic,261
US Senate,Dem,1,F,25-34,Hispanic and Portuguese,NA,Democratic,261
US House,Rep,1,M,25-34,European,NA,Democratic,262
US House,Dem,3,F,25-34,NA,NA,Democratic,263
US House,Dem,2,F,25-34,NA,NA,Democratic,263
US House,Dem,2,F,25-34,NA,NA,Democratic,263
US House,Dem,2,F,25-34,NA,NA,Democratic,263
US House,Dem,1,F,25-34,NA,NA,Democratic,263
US House,Dem,1,F,25-34,NA,NA,Democratic,263
US House,Rep,1,M,25-34,European,NA,Democratic,262
US House,Dem,0,F,25-34,NA,NA,Democratic,263
US House,Dem,4,F,55-64,European,Vocational Technical Degree - Extremely Likely,Democratic,264
US House,Rep,4,M,65_or_older,European,Grad Degree - Extremely Likely,Republican,265
US House,Rep,1,M,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,266
US House,Rep,3,F,45-54,European,Bach Degree - Extremely Likely,Republican,267
US House,Dem,6,M,45-54,European,Some College -Extremely Likely,Republican,268
US House,Rep,3,F,45-54,European,Bach Degree - Extremely Likely,Republican,267
US House,Rep,1,F,45-54,European,Bach Degree - Extremely Likely,Republican,267
US House,Rep,6,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,269
US House,Rep,4,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,269
US House,Rep,3,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,269
US House,Rep,1,M,55-64,European,Bach Degree - Likely,Republican,270
US House,Rep,1,F,25-34,European,NA,Democratic,271
US House,Rep,1,F,25-34,European,NA,Democratic,271
US House,Dem,1,M,25-34,European,Grad Degree - Likely,Democratic,272
US House,Rep,3,F,55-64,NA,Some College - Likely,Republican,273
US House,Rep,2,F,55-64,NA,Some College - Likely,Republican,273
US House,Rep,2,F,55-64,NA,Some College - Likely,Republican,273
US House,Rep,1,F,55-64,NA,Some College - Likely,Republican,273
US House,Rep,1,F,55-64,NA,Some College - Likely,Republican,273
US House,Dem,3,F,55-64,European,Grad Degree - Likely,Democratic,274
US House,Rep,1,F,55-64,NA,Some College - Likely,Republican,273
US House,Dem,0,M,55-64,Hispanic and Portuguese,Bach Degree - Likely,Democratic,275
US House,Dem,5,M,25-34,Hispanic and Portuguese,Some College - Likely,Democratic,276
US House,Rep,2,F,45-54,Likely African-American,HS Diploma - Likely,Democratic,277
US Senate,Rep,5,F,65_or_older,European,HS Diploma - Extremely Likely,Non-Partisan,278
US Senate,Rep,4,F,65_or_older,European,HS Diploma - Extremely Likely,Non-Partisan,278
US Senate,Rep,3,F,65_or_older,European,HS Diploma - Extremely Likely,Non-Partisan,278
US House,Dem,3,M,25-34,European,Some College - Likely,Democratic,279
US House,Dem,5,M,55-64,European,Grad Degree - Likely,Democratic,280
US House,Rep,4,F,55-64,European,Grad Degree - Likely,Republican,281
US House,Rep,4,M,35-44,European,Grad Degree - Likely,Republican,282
US House,Rep,2,F,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,283
US House,Dem,3,F,55-64,Hispanic and Portuguese,NA,Democratic,284
US Senate,Dem,1,F,65_or_older,European,Bach Degree - Likely,Democratic,285
US House,Dem,3,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,286
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,286
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,286
US House,Dem,1,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,286
US House,Rep,5,F,25-34,European,Bach Degree - Extremely Likely,Republican,287
US House,Rep,4,F,35-44,European,Bach Degree - Extremely Likely,Republican,288
US House,Rep,3,F,35-44,European,Bach Degree - Extremely Likely,Republican,288
US House,Rep,3,F,35-44,European,Bach Degree - Extremely Likely,Republican,288
US House,Rep,2,F,35-44,European,Bach Degree - Extremely Likely,Republican,288
US House,Rep,2,F,35-44,European,Bach Degree - Extremely Likely,Republican,288
US House,Rep,2,F,35-44,European,Bach Degree - Extremely Likely,Republican,288
US House,Rep,2,M,55-64,Likely African-American,Bach Degree - Likely,Democratic,289
US House,Rep,2,M,55-64,Likely African-American,Bach Degree - Likely,Democratic,289
US House,Dem,2,F,55-64,European,NA,Democratic,290
US House,Dem,1,F,45-54,European,Some College - Likely,Democratic,291
US House,Dem,6,F,55-64,European,NA,Republican,292
US Senate,Dem,4,M,45-54,Hispanic and Portuguese,Some College - Likely,Republican,293
US House,Dem,0,F,55-64,European,NA,Republican,292
US House,Rep,6,F,55-64,European,HS Diploma - Likely,Republican,294
US House,Rep,6,M,35-44,European,Bach Degree - Likely,Republican,295
US House,Rep,1,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,296
US House,Dem,2,M,35-44,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,297
US House,Dem,1,M,35-44,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,297
US House,Rep,2,M,55-64,European,Grad Degree - Likely,Republican,298
US House,Rep,6,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US House,Rep,6,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US House,Rep,3,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US House,Rep,0,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US House,Rep,0,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US Senate,Dem,0,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US Senate,Dem,0,F,55-64,Hispanic and Portuguese,NA,Democratic,299
US House,Rep,4,M,35-44,NA,Some College - Likely,Non-Partisan,300
US House,Rep,1,F,45-54,European,HS Diploma - Extremely Likely,Democratic,301
US House,Rep,2,M,35-44,European,NA,Republican,302
US House,Rep,1,M,35-44,European,NA,Republican,302
US House,Dem,1,F,55-64,Likely African-American,Some College - Likely,Republican,303
US House,Rep,1,M,65_or_older,NA,Bach Degree - Likely,Republican,304
US House,Rep,0,F,45-54,European,HS Diploma - Extremely Likely,Democratic,301
US House,Dem,4,F,55-64,European,HS Diploma - Likely,Democratic,305
US House,Dem,1,M,65_or_older,Likely African-American,Bach Degree - Extremely Likely,Democratic,306
US House,Rep,5,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,307
US House,Rep,1,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,307
US House,Rep,1,F,45-54,Hispanic and Portuguese,NA,Democratic,308
US Senate,Dem,1,M,65_or_older,Hispanic and Portuguese,NA,Democratic,309
US House,Dem,4,M,25-34,Hispanic and Portuguese,NA,Democratic,310
US House,Dem,6,F,35-44,European,NA,Democratic,311
US House,Rep,5,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Republican,312
US House,Dem,0,M,25-34,Hispanic and Portuguese,NA,Democratic,310
US House,Dem,6,F,45-54,European,NA,Republican,313
US House,Dem,3,F,25-34,Other,Some College -Extremely Likely,Democratic,314
US House,Dem,0,F,25-34,Other,Some College -Extremely Likely,Democratic,314
US House,Dem,0,F,25-34,Other,Some College -Extremely Likely,Democratic,314
US House,Dem,0,F,45-54,East and South Asian,NA,Non-Partisan,315
US House,Dem,5,M,45-54,European,Bach Degree - Extremely Likely,Democratic,316
US House,Dem,5,M,45-54,European,Bach Degree - Extremely Likely,Democratic,316
US House,Dem,2,M,35-44,Hispanic and Portuguese,NA,Democratic,317
US House,Dem,0,M,45-54,European,Bach Degree - Extremely Likely,Democratic,316
US House,Rep,3,M,35-44,European,NA,Democratic,318
US House,Dem,5,F,25-34,European,NA,Democratic,319
US House,Rep,3,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,320
US House,Rep,2,M,65_or_older,Hispanic and Portuguese,NA,Republican,321
US House,Rep,6,F,55-64,European,Some College - Likely,Republican,322
US House,Rep,6,F,55-64,European,Some College - Likely,Republican,322
US House,Rep,5,F,55-64,European,Some College - Likely,Republican,322
US House,Rep,3,F,55-64,European,Some College - Likely,Republican,322
US House,Rep,2,F,55-64,European,Some College - Likely,Republican,322
US House,Rep,1,F,55-64,European,Some College - Likely,Republican,322
US House,Dem,2,F,25-34,Hispanic and Portuguese,NA,Democratic,323
US House,Rep,0,F,55-64,European,Some College - Likely,Republican,322
US House,Rep,1,F,25-34,Likely African-American,HS Diploma - Likely,Democratic,324
US House,Rep,6,M,55-64,European,NA,Republican,325
US House,Rep,2,M,65_or_older,European,Some College - Likely,Democratic,326
US House,Rep,2,M,65_or_older,European,Some College - Likely,Democratic,326
US House,Rep,2,M,65_or_older,European,Some College - Likely,Democratic,326
US Senate,Rep,6,F,55-64,Likely African-American,HS Diploma - Likely,Democratic,327
US Senate,Rep,0,F,55-64,Likely African-American,HS Diploma - Likely,Democratic,327
